technique,dataset,question,answer,reasoning,model,service,temperature,prompt_tokens,completion_tokens,correct_answer,category,subcategory,latency_in_seconds
Baseline,arithmetic,"What comes next: -75, -80, -85, -90?",-95,,gpt-35-turbo,azure,0,179,2,-95.0,Arithmetic,sequence_next_term,0.15369606018066406
Baseline,arithmetic,Calculate -13 - 40.103.,-53.103,,gpt-35-turbo,azure,0,172,4,-53.103,Arithmetic,add_or_sub,0.20391249656677246
Baseline,arithmetic,Add together -18.766737 and -0.5.,-19.266737,,gpt-35-turbo,azure,0,176,5,-19.266737,Arithmetic,add_or_sub,0.2686495780944824
Baseline,arithmetic,What is -0.3 minus 1991087?,-1991087.3,,gpt-35-turbo,azure,0,175,6,-1991087.3,Arithmetic,add_or_sub,0.16735029220581055
Baseline,arithmetic,Subtract -1 from -467.,-466,,gpt-35-turbo,azure,0,170,2,-466.0,Arithmetic,add_or_sub,0.2158818244934082
Baseline,arithmetic,What is the distance between 0.7 and -1843?,1843.7,,gpt-35-turbo,azure,0,177,4,1843.7,Arithmetic,add_or_sub,0.16568803787231445
Baseline,arithmetic,What is -84217 minus -5?,-84212,,gpt-35-turbo,azure,0,172,3,-84212.0,Arithmetic,add_or_sub,0.45725417137145996
Baseline,arithmetic,What is 221 take away 0.2?,220.8,,gpt-35-turbo,azure,0,174,3,220.8,Arithmetic,add_or_sub,0.14728641510009766
Baseline,arithmetic,0 - (10 - (4 + 5)),-1,,gpt-35-turbo,azure,0,175,2,-1.0,Arithmetic,add_sub_multiple,0.14344120025634766
Baseline,arithmetic,0 - 2 - (4 - (-5 + 11)),-2,,gpt-35-turbo,azure,0,178,2,0.0,Arithmetic,add_sub_multiple,0.1343691349029541
Baseline,arithmetic,Evaluate -7 + (-7 - -2) - -5 - -9.,-3,,gpt-35-turbo,azure,0,180,2,2.0,Arithmetic,add_sub_multiple,0.1530287265777588
Baseline,arithmetic,Calculate (3 - (-4 - -3)) + -4.,6,,gpt-35-turbo,azure,0,177,1,0.0,Arithmetic,add_sub_multiple,0.10358166694641113
Baseline,arithmetic,Calculate 1 - (4 - 8 - -8).,5,,gpt-35-turbo,azure,0,176,1,-3.0,Arithmetic,add_sub_multiple,0.11688685417175293
Baseline,arithmetic,Calculate -8 + 3 - (1 + -4 - 0).,-2,,gpt-35-turbo,azure,0,179,2,-2.0,Arithmetic,add_sub_multiple,0.14123892784118652
Baseline,arithmetic,What is 9 - 2 - 11 - (-1 - 1)?,-2,,gpt-35-turbo,azure,0,180,2,-2.0,Arithmetic,add_sub_multiple,0.1088266372680664
Baseline,arithmetic,-6405 divided by -105,61,,gpt-35-turbo,azure,0,170,1,61.0,Arithmetic,div,0.12377548217773438
Baseline,arithmetic,Calculate -4450 divided by 178.,-25,,gpt-35-turbo,azure,0,172,2,-25.0,Arithmetic,div,0.13862109184265137
Baseline,arithmetic,263 divided by 1,263,,gpt-35-turbo,azure,0,169,1,263.0,Arithmetic,div,0.11173892021179199
Baseline,arithmetic,Calculate -732 divided by 4.,-183,,gpt-35-turbo,azure,0,171,2,-183.0,Arithmetic,div,0.12603449821472168
Baseline,arithmetic,What is -44030 divided by -1190?,37,,gpt-35-turbo,azure,0,174,1,37.0,Arithmetic,div,0.15902090072631836
Baseline,arithmetic,What is -546 divided by 6?,-91,,gpt-35-turbo,azure,0,172,2,-91.0,Arithmetic,div,0.17085695266723633
Baseline,arithmetic,Calculate -102 divided by 2.,-51,,gpt-35-turbo,azure,0,171,2,-51.0,Arithmetic,div,0.12972116470336914
Baseline,arithmetic,What is 5 times -34?,-170,,gpt-35-turbo,azure,0,171,2,-170.0,Arithmetic,mul,0.13363289833068848
Baseline,arithmetic,What is 427 times 0?,0,,gpt-35-turbo,azure,0,171,1,0.0,Arithmetic,mul,0.09558296203613281
Baseline,arithmetic,What is 1247 times 0.5?,623.5,,gpt-35-turbo,azure,0,174,3,623.5,Arithmetic,mul,0.14331746101379395
Baseline,arithmetic,Work out 0 * -3.4.,0,,gpt-35-turbo,azure,0,173,1,0.0,Arithmetic,mul,0.12396883964538574
Baseline,arithmetic,-2167 times 3,-6501,,gpt-35-turbo,azure,0,169,3,-6501.0,Arithmetic,mul,0.14237236976623535
Baseline,arithmetic,-45 * 66,-2970,,gpt-35-turbo,azure,0,168,3,-2970.0,Arithmetic,mul,0.19221115112304688
Baseline,arithmetic,What is the product of 0.3 and -81?,-24.3,,gpt-35-turbo,azure,0,176,4,-24.3,Arithmetic,mul,0.21437525749206543
Baseline,arithmetic,Evaluate -3*(-3)/(-27)*-15.,-15,,gpt-35-turbo,azure,0,175,2,5.0,Arithmetic,mul_div_multiple,0.15680956840515137
Baseline,arithmetic,What is (2/16*-4)/((-2)/(-8))?,-1,,gpt-35-turbo,azure,0,178,2,-2.0,Arithmetic,mul_div_multiple,0.14039373397827148
Baseline,arithmetic,(-47)/(-188)*(-24)/2,6,,gpt-35-turbo,azure,0,173,1,-3.0,Arithmetic,mul_div_multiple,0.15117788314819336
Baseline,arithmetic,Calculate 1/(-12)*-4*-15.,10,,gpt-35-turbo,azure,0,175,1,-5.0,Arithmetic,mul_div_multiple,0.12615084648132324
Baseline,arithmetic,(-3)/((-18)/4)*-3,6,,gpt-35-turbo,azure,0,173,1,-2.0,Arithmetic,mul_div_multiple,0.13913226127624512
Baseline,arithmetic,What is -1*(-6)/(-12)*2?,1,,gpt-35-turbo,azure,0,175,1,-1.0,Arithmetic,mul_div_multiple,0.12540102005004883
Baseline,arithmetic,Evaluate (-1)/((-8)/(48/(-3))).,-6,,gpt-35-turbo,azure,0,175,2,-2.0,Arithmetic,mul_div_multiple,0.14005804061889648
Baseline,arithmetic,How many millilitres are there in 910.4399 litres?,"910,439.9",,gpt-35-turbo,azure,0,178,5,910439.9,Arithmetic,conversion,0.1933293342590332
Baseline,arithmetic,What is fifty-five halves of a kilometer in meters?,"55 halves of a kilometer is equal to 27.5 kilometers. 

1 kilometer is equal to 1000 meters, so 27.5 kilometers is equal to 27,500 meters.",,gpt-35-turbo,azure,0,175,42,27500.0,Arithmetic,conversion,2.044578790664673
Baseline,arithmetic,What is 1.946047l in millilitres?,1.946047 liters is equal to 1946.047 milliliters.,,gpt-35-turbo,azure,0,176,17,1946.047,Arithmetic,conversion,0.3225216865539551
Baseline,arithmetic,What is 0.929527 centuries in millennia?,9.29527,,gpt-35-turbo,azure,0,174,4,0.0929527,Arithmetic,conversion,0.16935157775878906
Baseline,arithmetic,How many millilitres are there in one twentieth of a litre?,50,,gpt-35-turbo,azure,0,177,1,50.0,Arithmetic,conversion,0.12642145156860352
Baseline,arithmetic,What is one tenth of a milligram in nanograms?,One tenth of a milligram is equal to 100 nanograms.,,gpt-35-turbo,azure,0,175,14,100000.0,Arithmetic,conversion,0.4462883472442627
Baseline,arithmetic,What is 2/125 of a meter in millimeters?,2/125 of a meter is equal to 16 millimeters.,,gpt-35-turbo,azure,0,176,14,16.0,Arithmetic,conversion,0.3385462760925293
Baseline,arithmetic,How many minutes are there between 2:12 PM and 3:43 PM?,91,,gpt-35-turbo,azure,0,181,1,91.0,Arithmetic,time,0.10342168807983398
Baseline,arithmetic,How many minutes are there between 10:12 PM and 5:36 AM?,384,,gpt-35-turbo,azure,0,181,1,444.0,Arithmetic,time,0.18227791786193848
Baseline,arithmetic,How many minutes are there between 12:25 AM and 7:35 AM?,370,,gpt-35-turbo,azure,0,181,1,430.0,Arithmetic,time,0.12593770027160645
Baseline,arithmetic,How many minutes are there between 11:23 AM and 12:03 PM?,40,,gpt-35-turbo,azure,0,181,1,40.0,Arithmetic,time,0.14188122749328613
Baseline,arithmetic,How many minutes are there between 12:40 AM and 3:18 AM?,158,,gpt-35-turbo,azure,0,181,1,158.0,Arithmetic,time,0.10229754447937012
Baseline,arithmetic,How many minutes are there between 5:28 PM and 6:20 PM?,52,,gpt-35-turbo,azure,0,181,1,52.0,Arithmetic,time,0.1167135238647461
Baseline,arithmetic,How many minutes are there between 11:16 PM and 10:18 AM?,542,,gpt-35-turbo,azure,0,181,1,662.0,Arithmetic,time,0.11867165565490723
Baseline,arithmetic,What is the remainder when 50 is divided by 18?,14,,gpt-35-turbo,azure,0,176,1,14.0,Arithmetic,div_remainder,0.1207277774810791
Baseline,arithmetic,What is the remainder when 956 is divided by 287?,78,,gpt-35-turbo,azure,0,176,1,95.0,Arithmetic,div_remainder,0.1259143352508545
Baseline,arithmetic,What is the remainder when 2198 is divided by 44?,14,,gpt-35-turbo,azure,0,177,1,42.0,Arithmetic,div_remainder,0.11052370071411133
Baseline,arithmetic,Calculate the remainder when 1903 is divided by 212.,The remainder when 1903 is divided by 212 is 147.,,gpt-35-turbo,azure,0,176,15,207.0,Arithmetic,div_remainder,0.5787506103515625
Baseline,arithmetic,Calculate the remainder when 12707 is divided by 71.,The remainder when 12707 is divided by 71 is 66.,,gpt-35-turbo,azure,0,176,15,69.0,Arithmetic,div_remainder,0.4069404602050781
Baseline,arithmetic,What is the remainder when 129 is divided by 61?,7,,gpt-35-turbo,azure,0,176,1,7.0,Arithmetic,div_remainder,0.15993285179138184
Baseline,arithmetic,Calculate the remainder when 147 is divided by 23.,2,,gpt-35-turbo,azure,0,175,1,9.0,Arithmetic,div_remainder,0.11600041389465332
Baseline,arithmetic,What is the highest common factor of 800 and 350?,50,,gpt-35-turbo,azure,0,176,1,50.0,Arithmetic,gcd,0.16947603225708008
Baseline,arithmetic,Calculate the highest common factor of 21342 and 12.,6,,gpt-35-turbo,azure,0,176,1,6.0,Arithmetic,gcd,0.36406421661376953
Baseline,arithmetic,What is the greatest common factor of 48 and 1520?,The greatest common factor of 48 and 1520 is 8.,,gpt-35-turbo,azure,0,177,15,16.0,Arithmetic,gcd,0.368624210357666
Baseline,arithmetic,Calculate the greatest common divisor of 1155 and 616.,The greatest common divisor (GCD) of 1155 and 616 is 77.,,gpt-35-turbo,azure,0,176,19,77.0,Arithmetic,gcd,0.48531198501586914
Baseline,arithmetic,What is the highest common factor of 32 and 55?,1,,gpt-35-turbo,azure,0,176,1,1.0,Arithmetic,gcd,0.1520848274230957
Baseline,arithmetic,What is the greatest common factor of 5037 and 69?,3,,gpt-35-turbo,azure,0,177,1,69.0,Arithmetic,gcd,0.16685080528259277
Baseline,arithmetic,Calculate the greatest common divisor of 44 and 154.,The greatest common divisor of 44 and 154 is 22.,,gpt-35-turbo,azure,0,175,14,22.0,Arithmetic,gcd,0.35217928886413574
Baseline,arithmetic,Calculate the least common multiple of 24498 and 8.,"The least common multiple (LCM) of 24498 and 8 is 97,992.",,gpt-35-turbo,azure,0,176,21,97992.0,Arithmetic,lcm,0.5045497417449951
Baseline,arithmetic,Calculate the common denominator of 115/582 and -4/11.,The common denominator of 115/582 and -4/11 is 582.,,gpt-35-turbo,azure,0,178,17,6402.0,Arithmetic,lcm,0.702307939529419
Baseline,arithmetic,What is the least common multiple of 6728 and 40?,"The least common multiple of 6728 and 40 is 16,960.",,gpt-35-turbo,azure,0,177,17,33640.0,Arithmetic,lcm,0.5153884887695312
Baseline,arithmetic,Calculate the lowest common multiple of 4 and 460.,The lowest common multiple of 4 and 460 is 920.,,gpt-35-turbo,azure,0,175,14,460.0,Arithmetic,lcm,0.3901045322418213
Baseline,arithmetic,What is the common denominator of -59/120 and -29/24?,The common denominator of -59/120 and -29/24 is 240.,,gpt-35-turbo,azure,0,179,17,120.0,Arithmetic,lcm,0.609351396560669
Baseline,arithmetic,What is the common denominator of -93/58 and -5/58?,The common denominator of -93/58 and -5/58 is 58.,,gpt-35-turbo,azure,0,179,17,58.0,Arithmetic,lcm,0.5428152084350586
Baseline,arithmetic,Calculate the smallest common multiple of 286 and 364.,The smallest common multiple of 286 and 364 is 2002.,,gpt-35-turbo,azure,0,175,15,4004.0,Arithmetic,lcm,0.3866233825683594
Baseline,arithmetic,What is the units digit of 8196?,6,,gpt-35-turbo,azure,0,173,1,6.0,Arithmetic,place_value,0.12509799003601074
Baseline,arithmetic,What is the tens digit of 3848?,4,,gpt-35-turbo,azure,0,173,1,4.0,Arithmetic,place_value,0.14145612716674805
Baseline,arithmetic,What is the hundreds digit of 2079?,0,,gpt-35-turbo,azure,0,173,1,0.0,Arithmetic,place_value,0.1318955421447754
Baseline,arithmetic,What is the tens digit of 1599?,9,,gpt-35-turbo,azure,0,173,1,9.0,Arithmetic,place_value,0.1179046630859375
Baseline,arithmetic,What is the hundreds digit of 9001?,0,,gpt-35-turbo,azure,0,173,1,0.0,Arithmetic,place_value,0.12611818313598633
Baseline,arithmetic,What is the hundreds digit of 30741?,0,,gpt-35-turbo,azure,0,173,1,7.0,Arithmetic,place_value,0.11502361297607422
Baseline,arithmetic,What is the units digit of 72672?,2,,gpt-35-turbo,azure,0,173,1,2.0,Arithmetic,place_value,0.14809250831604004
Baseline,arithmetic,Round -147720 to the nearest one thousand.,-148000,,gpt-35-turbo,azure,0,173,3,-148000.0,Arithmetic,round_number,0.13043808937072754
Baseline,arithmetic,What is 0.57208 rounded to 1 dp?,0.6,,gpt-35-turbo,azure,0,176,3,0.6000000000000001,Arithmetic,round_number,0.17746353149414062
Baseline,arithmetic,What is 0.00117 rounded to four dps?,0.0012,,gpt-35-turbo,azure,0,175,4,0.0012,Arithmetic,round_number,0.17263364791870117
Baseline,arithmetic,Round 13.5 to the nearest 10.,10,,gpt-35-turbo,azure,0,174,1,10.0,Arithmetic,round_number,0.107574462890625
Baseline,arithmetic,Round 4117.6 to the nearest 10.,4110,,gpt-35-turbo,azure,0,175,2,4120.0,Arithmetic,round_number,0.14588522911071777
Baseline,arithmetic,What is -892.7 rounded to the nearest 10?,-890,,gpt-35-turbo,azure,0,176,2,-890.0,Arithmetic,round_number,0.12821555137634277
Baseline,arithmetic,What is -491.93 rounded to 0 dps?,-492,,gpt-35-turbo,azure,0,175,2,-492.0,Arithmetic,round_number,0.14476895332336426
Baseline,arithmetic,Convert 80319.95 kilograms to micrograms.,80319950000 micrograms,,gpt-35-turbo,azure,0,174,6,80319950000000.0,Arithmetic,conversion,0.2162632942199707
Baseline,arithmetic,Calculate the smallest common multiple of 7272 and 909.,"The smallest common multiple of 7272 and 909 is 3,313,848.",,gpt-35-turbo,azure,0,176,19,7272.0,Arithmetic,lcm,0.39536285400390625
