technique,dataset,question,answer,reasoning,model,service,temperature,prompt_tokens,completion_tokens,correct_answer,category,subcategory,latency_in_seconds
Baseline,wordProblems,There are 9 pencils and 4 rulers in the drawer . Sally took 4 pencils out of the drawer . How many pencils are there now ? ,5,,gpt-35-turbo,azure,0,302,1,5.0,Word Problems,add_sub,0.08874940872192383
Baseline,wordProblems,"Alyssa went to 11 soccer games this year , but missed 12 . She went to 13 games last year and plans to go to 15 games next year . How many soccer games will Alyssa go to in all ? ",27,,gpt-35-turbo,azure,0,319,1,39.0,Word Problems,add_sub,0.12946748733520508
Baseline,wordProblems,"Michelle began her pizza delivery route with 0.5 tank of gas in her car . When she made it back to the pizzeria , 0.16666666666666666 tank of gas was . How much gas did Michelle use ? ",0.33333333333333334 tank of gas,,gpt-35-turbo,azure,0,322,11,0.333333333333333,Word Problems,add_sub,0.3671410083770752
Baseline,wordProblems,A restaurant served 9 hot dogs during lunch and 2 during dinner today . It served 5 of them yesterday . How many hot dogs were served today ? ,16,,gpt-35-turbo,azure,0,304,1,11.0,Word Problems,add_sub,0.12664198875427246
Baseline,wordProblems,A truck carrying 4.1 pounds of sand travels to a construction yard and loses 2.4 pounds of sand along the way . How much sand does the truck have when it arrives at the yard ? ,1.7 pounds,,gpt-35-turbo,azure,0,314,4,1.7000000000000002,Word Problems,add_sub,0.18317437171936035
Baseline,wordProblems,There are 43 maple trees and 22 orange trees currently in the park . Park workers will plant maple trees today . When the workers are finished there will be 54 maple trees in the park . How many maple trees did the workers plant today ? ,11,,gpt-35-turbo,azure,0,322,1,11.0,Word Problems,add_sub,0.12624764442443848
Baseline,wordProblems,Gordon bought 3.42 pounds of fruit for a class party . The class ate 2.2 pounds of the fruit . How much fruit is ? ,1.22 pounds,,gpt-35-turbo,azure,0,303,4,1.22,Word Problems,add_sub,0.14654326438903809
Baseline,wordProblems,Joan picked 37 oranges and Sara picked 10 oranges . Alyssa picked 30 pears . How many oranges were picked in total ? ,47,,gpt-35-turbo,azure,0,300,1,47.0,Word Problems,add_sub,0.1076972484588623
Baseline,wordProblems,Jason has 18 books and he has read 9 of them . Mary has 42 books . How many books do they have together ? ,60,,gpt-35-turbo,azure,0,300,1,60.0,Word Problems,add_sub,0.16775035858154297
Baseline,wordProblems,Sally had 13 peaches at her roadside fruit dish . She went to the orchard and picked peaches to stock up . There are now 55 peaches . how many did she pick ? ,42,,gpt-35-turbo,azure,0,312,1,42.0,Word Problems,add_sub,0.1189723014831543
Baseline,wordProblems,Sandy had 36 pennies and 31 nickels in her bank . Her dad borrowed 20 nickels from Sandy . How many nickels does she have now ? ,11,,gpt-35-turbo,azure,0,306,1,11.0,Word Problems,add_sub,0.11373543739318848
Baseline,wordProblems,Dan 's cat had kittens and 5 had spots . He gave 7 to Tim and 4 to Jason . He now has 5 kittens . How many kittens did he have to start with ? ,21,,gpt-35-turbo,azure,0,313,1,16.0,Word Problems,add_sub,0.1034998893737793
Baseline,wordProblems,There are 5 scissors and 3 pencils in the drawer . Jason placed 4 scissors in the drawer . How many scissors are now there in total ? ,9,,gpt-35-turbo,azure,0,303,1,9.0,Word Problems,add_sub,0.09803557395935059
Baseline,wordProblems,There are 7 dogwood trees currently in the park . Park workers will plant 5 dogwood trees today and 4 dogwood trees tomorrow . It took 8 workers to finish the work . How many dogwood trees will the park have when the workers are finished ? ,16,,gpt-35-turbo,azure,0,327,1,16.0,Word Problems,add_sub,0.11854386329650879
Baseline,wordProblems,"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ? ",The total cost of Jessica's purchases was $21.95.,,gpt-35-turbo,azure,0,306,13,21.95,Word Problems,add_sub,0.25203824043273926
Baseline,wordProblems,Jason has 676 Pokemon cards . Alyssa bought 224 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ? ,452,,gpt-35-turbo,azure,0,300,1,452.0,Word Problems,add_sub,0.0966176986694336
Baseline,wordProblems,"Alyssa has 37 blue balloons , Sandy has 28 blue balloons , and Sally has 39 blue balloons . How many blue balloons do they have in all ? ","Alyssa, Sandy, and Sally have a total of 104 blue balloons.",,gpt-35-turbo,azure,0,305,17,104.0,Word Problems,add_sub,0.4207344055175781
Baseline,wordProblems,Sandy 's dog had 8 puppies and 4 had spots . She gave 4 to her friends . How many puppies does she now have ? ,4,,gpt-35-turbo,azure,0,302,1,4.0,Word Problems,add_sub,0.11495804786682129
Baseline,wordProblems,Sally had 8 pennies and 7 nickels in her bank . Her dad gave her 9 nickels and her mother gave her 2 nickels . How many nickels does Sally have now ? ,25,,gpt-35-turbo,azure,0,314,1,18.0,Word Problems,add_sub,0.11088132858276367
Baseline,wordProblems,"Joan spent $ 15 on shorts and $ 14.82 on a jacket , and $ 12.51 on a shirt . She went to 3 shops . In total , how much money did Joan spend on clothing ? ",Joan spent a total of $42.33 on clothing.,,gpt-35-turbo,azure,0,318,13,42.33,Word Problems,add_sub,0.3647916316986084
Baseline,wordProblems,Tom found 5 seashells on the beach . he gave Jessica 2 of the seashells . How many seashells does he now have ? ,3,,gpt-35-turbo,azure,0,304,1,3.0,Word Problems,add_sub,0.16788792610168457
Baseline,wordProblems,Keith picked 3 pears and Jason picked 2 pears from the pear tree . Joan picked 5 apples from the apple tree . How many pears were picked in total ? ,5,,gpt-35-turbo,azure,0,309,1,5.0,Word Problems,add_sub,0.10690140724182129
Baseline,wordProblems,"There were a total of 8 football games this year , 4 are played at night . Keith missed 4 of the games . How many football games did Keith go to in total ? ",4,,gpt-35-turbo,azure,0,310,1,4.0,Word Problems,add_sub,0.10002827644348145
Baseline,wordProblems," Paul had saved up 4 dollars. If he received another 11 dollars for his allowance, how many 5 dollar toys could he buy? ",3,,gpt-35-turbo,azure,0,302,1,3.0,Word Problems,multi_step,0.1010584831237793
Baseline,wordProblems," While shopping for music online, Isabel bought 6 country albums and 2 pop albums. Each album came with a lyric sheet and had 9 songs. How many songs did Isabel buy total? ",Isabel bought a total of 48 songs.,,gpt-35-turbo,azure,0,312,10,72.0,Word Problems,multi_step,0.2395179271697998
Baseline,wordProblems, Edward was working as a sacker at a grocery store where he made 6 dollars an hour. On Monday he worked 3 hours and on Tuesday he worked 5 hours. How much money did Edward make in those two days? ,Edward made $48 in those two days.,,gpt-35-turbo,azure,0,320,9,48.0,Word Problems,multi_step,0.20493745803833008
Baseline,wordProblems," Kaleb had 34 books. If he sold 17 of them and used the money he earned to buy 7 new books, how many books would Kaleb have? ",24,,gpt-35-turbo,azure,0,308,1,24.0,Word Problems,multi_step,0.11124444007873535
Baseline,wordProblems," Oliver made 35 dollars mowing lawns over the summer. If he spent 7 dollars buying new mower blades, how many 4 dollar games could he buy with the money he had left? ",7,,gpt-35-turbo,azure,0,313,1,7.0,Word Problems,multi_step,0.13594341278076172
Baseline,wordProblems," Mike is at the library helping put away books. There are 82 book to put away total but a librarian takes 10 of them and leaves Mike with the rest. If he can fit 9 books on a shelf, how many shelves will he need? ",He will need 8 shelves.,,gpt-35-turbo,azure,0,325,7,8.0,Word Problems,multi_step,0.285691499710083
Baseline,wordProblems," There are 58 students trying out for the school's trivia teams. If 10 of them didn't get picked for the team and the rest were put into 8 groups, how many students would be in each group? ",6,,gpt-35-turbo,azure,0,318,1,6.0,Word Problems,multi_step,0.12030935287475586
Baseline,wordProblems," Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14,,gpt-35-turbo,azure,0,320,1,14.0,Word Problems,multi_step,0.1463463306427002
Baseline,wordProblems," Katie had 11 songs on her mp3 player. If she deleted 7 old songs from it and then added 24 new songs, how many songs does she have on her mp3 player? ",28,,gpt-35-turbo,azure,0,313,1,28.0,Word Problems,multi_step,0.10651636123657227
Baseline,wordProblems," A waiter had 6 tables he was waiting on, with 3 women and 5 men at each table. How many customers total did the waiter have? ",48,,gpt-35-turbo,azure,0,305,1,48.0,Word Problems,multi_step,0.1128697395324707
Baseline,wordProblems," The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50,,gpt-35-turbo,azure,0,306,1,50.0,Word Problems,multi_step,0.13133454322814941
Baseline,wordProblems, Chloe was unboxing some of her old winter clothes. She found 4 boxes of clothing and inside each box there were 2 scarves and 6 mittens. How many pieces of winter clothing did Chloe have total? ,Chloe had a total of 32 pieces of winter clothing.,,gpt-35-turbo,azure,0,318,13,32.0,Word Problems,multi_step,0.7559025287628174
Baseline,wordProblems, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,23,,gpt-35-turbo,azure,0,315,1,23.0,Word Problems,multi_step,0.10230469703674316
Baseline,wordProblems, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1,,gpt-35-turbo,azure,0,305,1,1.0,Word Problems,multi_step,0.12154436111450195
Baseline,wordProblems," Frank made 19 dollars mowing lawns over the summer. If he spent 11 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",4,,gpt-35-turbo,azure,0,313,1,4.0,Word Problems,multi_step,0.11760759353637695
Baseline,wordProblems," Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",25,,gpt-35-turbo,azure,0,315,1,25.0,Word Problems,multi_step,0.10382342338562012
Baseline,wordProblems," The school cafeteria had 23 apples. If they used 20 to make lunch for the students and then bought 6 more, how many apples would they have? ",9,,gpt-35-turbo,azure,0,306,1,9.0,Word Problems,multi_step,0.13982105255126953
Baseline,wordProblems," The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have? ",38,,gpt-35-turbo,azure,0,306,1,38.0,Word Problems,multi_step,1.136829137802124
Baseline,wordProblems," A new building needed 10 windows. The builder had already installed 6 of them. If it takes 5 hours to install each window, how long will it take him to install the rest? ",20 hours,,gpt-35-turbo,azure,0,313,2,20.0,Word Problems,multi_step,0.15268278121948242
Baseline,wordProblems," While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",19,,gpt-35-turbo,azure,0,313,1,19.0,Word Problems,multi_step,1.1403169631958008
Baseline,wordProblems," There were 13 friends playing a video game online when 8 players quit. If each player left had 6 lives, how many lives did they have total? ",40,,gpt-35-turbo,azure,0,306,1,30.0,Word Problems,multi_step,0.13567209243774414
Baseline,wordProblems," At the arcade Edward won 9 tickets. If he spent 4 tickets on a beanie and later won 4 more tickets, how many would he have? ",9,,gpt-35-turbo,azure,0,306,1,9.0,Word Problems,multi_step,0.11498546600341797
Baseline,wordProblems," Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58,,gpt-35-turbo,azure,0,308,1,58.0,Word Problems,multi_step,0.10328984260559082
Baseline,wordProblems," Roger had 25 books. If he sold 21 of them and used the money he earned to buy 30 new books, how many books would Roger have? ",34,,gpt-35-turbo,azure,0,306,1,34.0,Word Problems,multi_step,0.12414717674255371
Baseline,wordProblems," At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15,,gpt-35-turbo,azure,0,307,1,15.0,Word Problems,multi_step,0.12236905097961426
Baseline,wordProblems," Bianca earned 5 points for each bag of cans she recycled. If she had 17 bags, but didn't recycle 8 of them, how many points would she have earned? ",45,,gpt-35-turbo,azure,0,311,1,45.0,Word Problems,multi_step,0.14435362815856934
Baseline,wordProblems," At the town carnival Oliver rode the ferris wheel 5 times and the bumper cars 4 times. If each ride cost 7 tickets, how many tickets did he use? ",55,,gpt-35-turbo,azure,0,309,1,63.0,Word Problems,multi_step,0.1052093505859375
Baseline,wordProblems," Dave was helping the cafeteria workers pick up lunch trays, but he could only carry 9 trays at a time. If he had to pick up 17 trays from one table and 55 trays from another, how many trips will he make? ",8 trips,,gpt-35-turbo,azure,0,322,2,8.0,Word Problems,multi_step,0.16592073440551758
Baseline,wordProblems," A waiter at 'The Greasy Spoon' restaurant had 26 customers to wait on. During the lunch rush he added another 27 customers. If 27 of the customers didn't leave him a tip, how many customers did leave a tip? ",26,,gpt-35-turbo,azure,0,323,1,26.0,Word Problems,multi_step,0.14410400390625
Baseline,wordProblems," A trivia team had 15 members total, but during a game 6 members didn't show up. If each member that did show up scored 3 points, how many points were scored total? ",27,,gpt-35-turbo,azure,0,313,1,27.0,Word Problems,multi_step,0.1387195587158203
Baseline,wordProblems, A store had 120 coloring books in stock. They ended up putting them on sale and getting rid of 39 of them. The put the ones they still had onto shelves with 9 on each shelf. How many shelves did they use? ,9,,gpt-35-turbo,azure,0,322,1,9.0,Word Problems,multi_step,0.16548442840576172
Baseline,wordProblems," Adam had 48 books. If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ",67,,gpt-35-turbo,azure,0,306,1,67.0,Word Problems,multi_step,0.1328434944152832
Baseline,wordProblems," The cafeteria had 75 apples. For lunch they handed out 19 to students and decided to use the rest to make pies. If each pie takes 8 apples, how many pies could they make? ",7,,gpt-35-turbo,azure,0,314,1,7.0,Word Problems,multi_step,0.14383649826049805
Baseline,wordProblems,The school is planning a field trip. The school has 67 classrooms. There are 66 students in each classroom in the school. If there are 6 seats on each school bus How many buses are needed to take the trip?,"The total number of students in the school is 67 classrooms * 66 students/classroom = 4422 students.
To calculate the number of buses needed, we divide the total number of students by the number of seats on each bus: 4422 students / 6 seats/bus = 737 buses.",,gpt-35-turbo,azure,0,318,62,737.0,Word Problems,challenge,1.726292371749878
Baseline,wordProblems,5 red peaches and 11 green peaches are in the basket. How many more green peaches than red peaches are in the basket?,6,,gpt-35-turbo,azure,0,302,1,6.0,Word Problems,challenge,0.15910053253173828
Baseline,wordProblems,Mom buys 51 white t - shirts. If white t - shirts can be purchased in packages of 3 How many packages will she have?,Mom will have 17 packages of white t-shirts.,,gpt-35-turbo,azure,0,300,11,17.0,Word Problems,challenge,0.4243471622467041
Baseline,wordProblems,Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads. How many necklaces can Emily make?,2,,gpt-35-turbo,azure,0,302,1,2.0,Word Problems,challenge,0.13226079940795898
Baseline,wordProblems,"7 red peaches, 71 yellow peaches and 8 green peaches are in the basket. How many more green peaches than red peaches are in the basket?",1,,gpt-35-turbo,azure,0,308,1,1.0,Word Problems,challenge,0.16640877723693848
Baseline,wordProblems,4 birds and 3 storks were sitting on the fence. 6 more storks came to join them. How many more storks than birds are sitting on the fence?,5,,gpt-35-turbo,azure,0,308,1,5.0,Word Problems,challenge,0.16720890998840332
Baseline,wordProblems,Jessie weighed 114 kilograms. After she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week. How much does she weigh now?,4,,gpt-35-turbo,azure,0,309,1,4.0,Word Problems,challenge,0.1722862720489502
Baseline,wordProblems,We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices How many pizzas did we order?,14,,gpt-35-turbo,azure,0,299,1,14.0,Word Problems,challenge,0.1995398998260498
Baseline,wordProblems,Luke played a trivia game and scored 154 points. If he gained the 11 points in each round How many rounds did he play?,14,,gpt-35-turbo,azure,0,299,1,14.0,Word Problems,challenge,0.17040681838989258
Baseline,wordProblems,In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,2,,gpt-35-turbo,azure,0,311,1,2.0,Word Problems,challenge,0.13152217864990234
Baseline,wordProblems,Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies. How many sweet cookies did Paco have left?,7,,gpt-35-turbo,azure,0,306,1,7.0,Word Problems,challenge,0.17120790481567383
Baseline,wordProblems,Randy has some blocks. He uses 52 blocks to build a tower. If there are 38 blocks left How many blocks did he have at the start?,90,,gpt-35-turbo,azure,0,303,1,90.0,Word Problems,challenge,0.1305229663848877
Baseline,wordProblems,The Ferris wheel in paradise park has 6 seats. Each seat can hold 14 people. If there are 16 people on the wheel right now How many more people can join the wheel?,38,,gpt-35-turbo,azure,0,311,1,68.0,Word Problems,challenge,0.14833998680114746
Baseline,wordProblems,Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 days How many hours does he spend on learning english in all?,12 hours,,gpt-35-turbo,azure,0,308,2,12.0,Word Problems,challenge,0.1683971881866455
Baseline,wordProblems,Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?,66,,gpt-35-turbo,azure,0,326,1,66.0,Word Problems,challenge,0.14520883560180664
Baseline,wordProblems,Emily is making bead necklaces for her friends where each necklace takes 5 beads. She made 4 necklaces. How many beads did Emily have?,20,,gpt-35-turbo,azure,0,302,1,20.0,Word Problems,challenge,0.2082839012145996
Baseline,wordProblems,A grocery store had 4 bottles of diet soda. If they had 79 more bottles of regular soda than diet soda How many bottles of regular soda did they have?,83,,gpt-35-turbo,azure,0,305,1,83.0,Word Problems,challenge,0.13393545150756836
Baseline,wordProblems,There are 18 bananas in Philip's banana collection. If the bananas are organized into groups of size 2 How many groups are there?,9,,gpt-35-turbo,azure,0,299,1,9.0,Word Problems,challenge,0.1909785270690918
Baseline,wordProblems,Randy has 90 blocks. He uses 89 blocks to build a house and 63 blocks to build a tower. How many more blocks did he use to build the house than he did to build the tower?,26,,gpt-35-turbo,azure,0,314,1,26.0,Word Problems,challenge,0.17667508125305176
Baseline,wordProblems,For the walls of the house he would use 13 large planks of wood. If each plank of wood needs 17 pieces of nails to be secured and in addition 8 nails are needed for some smaller planks. How many nails does John need for the house wall?,John needs 221 nails for the house wall.,,gpt-35-turbo,azure,0,327,10,229.0,Word Problems,challenge,0.39574432373046875
Baseline,wordProblems,Emily is making bead necklaces for her friends. She made 11 necklaces and each necklace takes 28 beads. How many beads did Emily have?,308,,gpt-35-turbo,azure,0,302,1,308.0,Word Problems,challenge,0.16796875
Baseline,wordProblems,Baker made 110 cakes. He sold 75 of them. Then he made 76 more cakes. How many cakes would baker still have?,111,,gpt-35-turbo,azure,0,300,1,111.0,Word Problems,challenge,0.16354131698608398
Baseline,wordProblems,Josh had some marbles in his collection. He lost 21 marbles. If he has 12 marbles now How many marbles did he have in his collection?,33,,gpt-35-turbo,azure,0,306,1,33.0,Word Problems,challenge,0.14134454727172852
Baseline,wordProblems,Baker made 157 cakes and 169 pastries. If he sold 158 cakes and 147 pastries How many more cakes than pastries did baker sell?,11,,gpt-35-turbo,azure,0,304,1,11.0,Word Problems,challenge,0.14074015617370605
Baseline,wordProblems,Faye was placing her pencils into rows with 5 pencils in each row. If she had 35 pencils and 7 crayons How many rows could she make?,"Faye could make 7 rows with 5 pencils in each row, for a total of 35 pencils.",,gpt-35-turbo,azure,0,305,23,7.0,Word Problems,challenge,0.6489708423614502
Baseline,wordProblems,Rachel's tree had 4 apples initially. She picked some apples and now there are 2 apples left on the tree. How many apples did rachel pick?,2,,gpt-35-turbo,azure,0,304,1,2.0,Word Problems,challenge,0.1645970344543457
Baseline,wordProblems,If the cave is 919 feet deep and they need to travel 1307 feet How far is the end of the cave?,The distance to the end of the cave is 1307 feet.,,gpt-35-turbo,azure,0,297,14,2226.0,Word Problems,challenge,0.39853978157043457
Baseline,wordProblems,"7 red peaches, 15 yellow peaches and 8 green peaches are in the basket. How many peaches are in the basket?",30,,gpt-35-turbo,azure,0,302,1,30.0,Word Problems,challenge,0.11425089836120605
Baseline,wordProblems,Allan and Jake brought 3 balloons to the park. If Allan brought 2 balloons How many balloons did Jake bring to the park?,1,,gpt-35-turbo,azure,0,298,1,1.0,Word Problems,challenge,0.12441372871398926
Baseline,wordProblems,A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,124 tomatoes and 12 potatoes,,gpt-35-turbo,azure,0,301,6,136.0,Word Problems,challenge,0.21805119514465332
Baseline,wordProblems,At the arcade Dave had won some tickets. He used 12 tickets to buy some toys. If he still has 14 tickets left How many tickets did Dave win at the arcade?,26,,gpt-35-turbo,azure,0,308,1,26.0,Word Problems,challenge,0.14592719078063965
Baseline,wordProblems,After resting they decided to go for a swim. The depth of the water is 5 times Ron's height. Dean is 11 feet shorter than Ron. If Ron stands at 12 feet How deep was the water?,The depth of the water would be 60 feet.,,gpt-35-turbo,azure,0,316,11,60.0,Word Problems,challenge,0.37883472442626953
Baseline,wordProblems,Emily is making bead necklaces for her friends. She had 2 beads and she was able to make 32 necklaces. How many beads did each necklace need?,16,,gpt-35-turbo,azure,0,305,1,16.0,Word Problems,challenge,0.09287428855895996
Baseline,wordProblems," The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have? ",38,,gpt-35-turbo,azure,0,306,1,38.0,Word Problems,multi_step,0.1355595588684082
