technique,dataset,question,answer,reasoning,model,service,temperature,prompt_tokens,completion_tokens,correct_answer,category,subcategory,latency_in_seconds
PaL,wordProblems,"Michelle began her pizza delivery route with 0.5 tank of gas in her car . When she made it back to the pizzeria , 0.16666666666666666 tank of gas was . How much gas did Michelle use ? ",0.33333333333333337,"
def solution():
    """"""Michelle began her pizza delivery route with 0.5 tank of gas in her car. When she made it back to the pizzeria, 0.16666666666666666 tank of gas was left. How much gas did Michelle use?""""""
    initial_gas = 0.5
    remaining_gas = 0.16666666666666666
    gas_used = initial_gas - remaining_gas
    result = gas_used
    return result",gpt-35-turbo,azure,0,869,100,0.333333333333333,Word Problems,add_sub,2.2155025005340576
PaL,wordProblems,A restaurant served 9 hot dogs during lunch and 2 during dinner today . It served 5 of them yesterday . How many hot dogs were served today ? ,11.0,"
def solution():
    """"""A restaurant served 9 hot dogs during lunch and 2 during dinner today. It served 5 of them yesterday. How many hot dogs were served today?""""""
    hotdogs_served_yesterday = 5
    hotdogs_served_lunch = 9
    hotdogs_served_dinner = 2
    hotdogs_served_today = hotdogs_served_lunch + hotdogs_served_dinner
    result = hotdogs_served_today
    return result",gpt-35-turbo,azure,0,851,105,11.0,Word Problems,add_sub,1.630368947982788
PaL,wordProblems,A truck carrying 4.1 pounds of sand travels to a construction yard and loses 2.4 pounds of sand along the way . How much sand does the truck have when it arrives at the yard ? ,1.6999999999999997,"
def solution():
    """"""A truck carrying 4.1 pounds of sand travels to a construction yard and loses 2.4 pounds of sand along the way. How much sand does the truck have when it arrives at the yard?""""""
    sand_initial = 4.1
    sand_lost = 2.4
    sand_remaining = sand_initial - sand_lost
    result = sand_remaining
    return result",gpt-35-turbo,azure,0,861,86,1.7000000000000002,Word Problems,add_sub,1.2096974849700928
PaL,wordProblems,There are 43 maple trees and 22 orange trees currently in the park . Park workers will plant maple trees today . When the workers are finished there will be 54 maple trees in the park . How many maple trees did the workers plant today ? ,11.0,"
def solution():
    """"""There are 43 maple trees and 22 orange trees currently in the park. Park workers will plant maple trees today. When the workers are finished there will be 54 maple trees in the park. How many maple trees did the workers plant today?""""""
    maple_trees_initial = 43
    maple_trees_after = 54
    maple_trees_planted = maple_trees_after - maple_trees_initial
    result = maple_trees_planted
    return result",gpt-35-turbo,azure,0,869,98,11.0,Word Problems,add_sub,1.4669032096862793
PaL,wordProblems,Gordon bought 3.42 pounds of fruit for a class party . The class ate 2.2 pounds of the fruit . How much fruit is ? ,1.2199999999999998,"
def solution():
    """"""Gordon bought 3.42 pounds of fruit for a class party. The class ate 2.2 pounds of the fruit. How much fruit is left?""""""
    fruit_bought = 3.42
    fruit_eaten = 2.2
    fruit_left = fruit_bought - fruit_eaten
    result = fruit_left
    return result",gpt-35-turbo,azure,0,850,81,1.22,Word Problems,add_sub,1.4746193885803223
PaL,wordProblems,Joan picked 37 oranges and Sara picked 10 oranges . Alyssa picked 30 pears . How many oranges were picked in total ? ,47.0,"
def solution():
    """"""Joan picked 37 oranges and Sara picked 10 oranges. Alyssa picked 30 pears. How many oranges were picked in total?""""""
    oranges_joan = 37
    oranges_sara = 10
    total_oranges = oranges_joan + oranges_sara
    result = total_oranges
    return result",gpt-35-turbo,azure,0,847,77,47.0,Word Problems,add_sub,1.5672242641448975
PaL,wordProblems,Jason has 18 books and he has read 9 of them . Mary has 42 books . How many books do they have together ? ,60.0,"
def solution():
    """"""Jason has 18 books and he has read 9 of them. Mary has 42 books. How many books do they have together?""""""
    jason_books = 18
    jason_books_read = 9
    mary_books = 42
    total_books = jason_books + mary_books
    result = total_books
    return result",gpt-35-turbo,azure,0,847,79,60.0,Word Problems,add_sub,1.5764710903167725
PaL,wordProblems,Sally had 13 peaches at her roadside fruit dish . She went to the orchard and picked peaches to stock up . There are now 55 peaches . how many did she pick ? ,42.0,"
def solution():
    """"""Sally had 13 peaches at her roadside fruit dish. She went to the orchard and picked peaches to stock up. There are now 55 peaches. How many did she pick?""""""
    peaches_initial = 13
    peaches_final = 55
    peaches_picked = peaches_final - peaches_initial
    result = peaches_picked
    return result",gpt-35-turbo,azure,0,859,89,42.0,Word Problems,add_sub,1.3535001277923584
PaL,wordProblems,Sandy had 36 pennies and 31 nickels in her bank . Her dad borrowed 20 nickels from Sandy . How many nickels does she have now ? ,11.0,"
def solution():
    """"""Sandy had 36 pennies and 31 nickels in her bank. Her dad borrowed 20 nickels from Sandy. How many nickels does she have now?""""""
    nickels_initial = 31
    nickels_borrowed = 20
    nickels_left = nickels_initial - nickels_borrowed
    result = nickels_left
    return result",gpt-35-turbo,azure,0,853,85,11.0,Word Problems,add_sub,1.5411291122436523
PaL,wordProblems,Dan 's cat had kittens and 5 had spots . He gave 7 to Tim and 4 to Jason . He now has 5 kittens . How many kittens did he have to start with ? ,21.0,"
def solution():
    """"""Dan's cat had kittens and 5 had spots. He gave 7 to Tim and 4 to Jason. He now has 5 kittens. How many kittens did he have to start with?""""""
    kittens_with_spots = 5
    kittens_given_to_tim = 7
    kittens_given_to_jason = 4
    kittens_left = 5
    total_kittens = kittens_with_spots + kittens_given_to_tim + kittens_given_to_jason + kittens_left
    result = total_kittens
    return result",gpt-35-turbo,azure,0,860,118,16.0,Word Problems,add_sub,2.433138847351074
PaL,wordProblems,There are 5 scissors and 3 pencils in the drawer . Jason placed 4 scissors in the drawer . How many scissors are now there in total ? ,9.0,"
def solution():
    """"""There are 5 scissors and 3 pencils in the drawer. Jason placed 4 scissors in the drawer. How many scissors are now there in total?""""""
    scissors_initial = 5
    scissors_added = 4
    total_scissors = scissors_initial + scissors_added
    result = total_scissors
    return result",gpt-35-turbo,azure,0,850,73,9.0,Word Problems,add_sub,1.5297040939331055
PaL,wordProblems,There are 7 dogwood trees currently in the park . Park workers will plant 5 dogwood trees today and 4 dogwood trees tomorrow . It took 8 workers to finish the work . How many dogwood trees will the park have when the workers are finished ? ,16.0,"
def solution():
    """"""There are 7 dogwood trees currently in the park. Park workers will plant 5 dogwood trees today and 4 dogwood trees tomorrow. It took 8 workers to finish the work. How many dogwood trees will the park have when the workers are finished?""""""
    dogwood_trees_initial = 7
    dogwood_trees_planted_today = 5
    dogwood_trees_planted_tomorrow = 4
    total_dogwood_trees_planted = dogwood_trees_planted_today + dogwood_trees_planted_tomorrow
    total_dogwood_trees = dogwood_trees_initial + total_dogwood_trees_planted
    result = total_dogwood_trees
    return result",gpt-35-turbo,azure,0,874,152,16.0,Word Problems,add_sub,2.7228336334228516
PaL,wordProblems,"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ? ",21.950000000000003,"
def solution():
    """"""Jessica spent $10.22 on a cat toy, and a cage cost her $11.73. What was the total cost of Jessica's purchases?""""""
    cat_toy_cost = 10.22
    cage_cost = 11.73
    total_cost = cat_toy_cost + cage_cost
    result = total_cost
    return result",gpt-35-turbo,azure,0,853,79,21.95,Word Problems,add_sub,1.340233564376831
PaL,wordProblems,Jason has 676 Pokemon cards . Alyssa bought 224 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ? ,452.0,"
def solution():
    """"""Jason has 676 Pokemon cards. Alyssa bought 224 of Jason's Pokemon cards. How many Pokemon cards does Jason have now?""""""
    jason_cards_initial = 676
    alyssa_cards = 224
    jason_cards_now = jason_cards_initial - alyssa_cards
    result = jason_cards_now
    return result",gpt-35-turbo,azure,0,847,79,452.0,Word Problems,add_sub,1.4685688018798828
PaL,wordProblems,"Alyssa has 37 blue balloons , Sandy has 28 blue balloons , and Sally has 39 blue balloons . How many blue balloons do they have in all ? ",104.0,"
def solution():
    """"""Alyssa has 37 blue balloons, Sandy has 28 blue balloons, and Sally has 39 blue balloons. How many blue balloons do they have in all?""""""
    alyssa_balloons = 37
    sandy_balloons = 28
    sally_balloons = 39
    total_balloons = alyssa_balloons + sandy_balloons + sally_balloons
    result = total_balloons
    return result",gpt-35-turbo,azure,0,852,106,104.0,Word Problems,add_sub,1.8390893936157227
PaL,wordProblems,Sandy 's dog had 8 puppies and 4 had spots . She gave 4 to her friends . How many puppies does she now have ? ,4.0,"
def solution():
    """"""Sandy's dog had 8 puppies and 4 had spots. She gave 4 to her friends. How many puppies does she now have?""""""
    puppies_initial = 8
    puppies_with_spots = 4
    puppies_given_away = 4
    puppies_left = puppies_initial - puppies_given_away
    result = puppies_left
    return result",gpt-35-turbo,azure,0,849,83,4.0,Word Problems,add_sub,1.481708288192749
PaL,wordProblems,Sally had 8 pennies and 7 nickels in her bank . Her dad gave her 9 nickels and her mother gave her 2 nickels . How many nickels does Sally have now ? ,18.0,"
def solution():
    """"""Sally had 8 pennies and 7 nickels in her bank. Her dad gave her 9 nickels and her mother gave her 2 nickels. How many nickels does Sally have now?""""""
    sally_nickels_initial = 7
    dad_nickels = 9
    mom_nickels = 2
    total_nickels = sally_nickels_initial + dad_nickels + mom_nickels
    result = total_nickels
    return result",gpt-35-turbo,azure,0,861,105,18.0,Word Problems,add_sub,1.8320343494415283
PaL,wordProblems,"Joan spent $ 15 on shorts and $ 14.82 on a jacket , and $ 12.51 on a shirt . She went to 3 shops . In total , how much money did Joan spend on clothing ? ",126.99,"
def solution():
    """"""Joan spent $15 on shorts, $14.82 on a jacket, and $12.51 on a shirt. She went to 3 shops. In total, how much money did Joan spend on clothing?""""""
    shorts_cost = 15
    jacket_cost = 14.82
    shirt_cost = 12.51
    num_shops = 3
    total_spent = (shorts_cost + jacket_cost + shirt_cost) * num_shops
    result = total_spent
    return result",gpt-35-turbo,azure,0,865,115,42.33,Word Problems,add_sub,2.0472354888916016
PaL,wordProblems,Tom found 5 seashells on the beach . he gave Jessica 2 of the seashells . How many seashells does he now have ? ,3.0,"
def solution():
    """"""Tom found 5 seashells on the beach. He gave Jessica 2 of the seashells. How many seashells does he now have?""""""
    tom_seashells_initial = 5
    seashells_given = 2
    tom_seashells_left = tom_seashells_initial - seashells_given
    result = tom_seashells_left
    return result",gpt-35-turbo,azure,0,851,88,3.0,Word Problems,add_sub,1.3821759223937988
PaL,wordProblems,Keith picked 3 pears and Jason picked 2 pears from the pear tree . Joan picked 5 apples from the apple tree . How many pears were picked in total ? ,5.0,"
def solution():
    """"""Keith picked 3 pears and Jason picked 2 pears from the pear tree. Joan picked 5 apples from the apple tree. How many pears were picked in total?""""""
    keith_pears = 3
    jason_pears = 2
    total_pears = keith_pears + jason_pears
    result = total_pears
    return result",gpt-35-turbo,azure,0,856,87,5.0,Word Problems,add_sub,1.5746240615844727
PaL,wordProblems,"There were a total of 8 football games this year , 4 are played at night . Keith missed 4 of the games . How many football games did Keith go to in total ? ",4.0,"
def solution():
    """"""There were a total of 8 football games this year, 4 are played at night. Keith missed 4 of the games. How many football games did Keith go to in total?""""""
    total_games = 8
    night_games = 4
    missed_games = 4
    attended_games = total_games - missed_games
    result = attended_games
    return result",gpt-35-turbo,azure,0,857,85,4.0,Word Problems,add_sub,2.318117380142212
PaL,wordProblems," Paul had saved up 4 dollars. If he received another 11 dollars for his allowance, how many 5 dollar toys could he buy? ",3.0,"
def solution():
    """"""Paul had saved up 4 dollars. If he received another 11 dollars for his allowance, how many 5 dollar toys could he buy?""""""
    paul_savings = 4
    paul_allowance = 11
    toy_cost = 5
    total_money = paul_savings + paul_allowance
    num_toys = total_money // toy_cost
    result = num_toys
    return result",gpt-35-turbo,azure,0,849,92,3.0,Word Problems,multi_step,2.1709325313568115
PaL,wordProblems," While shopping for music online, Isabel bought 6 country albums and 2 pop albums. Each album came with a lyric sheet and had 9 songs. How many songs did Isabel buy total? ",72.0,"
def solution():
    """"""While shopping for music online, Isabel bought 6 country albums and 2 pop albums. Each album came with a lyric sheet and had 9 songs. How many songs did Isabel buy total?""""""
    country_albums = 6
    pop_albums = 2
    songs_per_album = 9
    total_songs = (country_albums + pop_albums) * songs_per_album
    result = total_songs
    return result",gpt-35-turbo,azure,0,859,99,72.0,Word Problems,multi_step,2.7505128383636475
PaL,wordProblems, Edward was working as a sacker at a grocery store where he made 6 dollars an hour. On Monday he worked 3 hours and on Tuesday he worked 5 hours. How much money did Edward make in those two days? ,48.0,"
def solution():
    """"""Edward was working as a sacker at a grocery store where he made 6 dollars an hour. On Monday he worked 3 hours and on Tuesday he worked 5 hours. How much money did Edward make in those two days?""""""
    hourly_rate = 6
    monday_hours = 3
    tuesday_hours = 5
    total_hours = monday_hours + tuesday_hours
    total_earnings = hourly_rate * total_hours
    result = total_earnings
    return result",gpt-35-turbo,azure,0,867,110,48.0,Word Problems,multi_step,2.624349594116211
PaL,wordProblems," Kaleb had 34 books. If he sold 17 of them and used the money he earned to buy 7 new books, how many books would Kaleb have? ",24.0,"
def solution():
    """"""Kaleb had 34 books. If he sold 17 of them and used the money he earned to buy 7 new books, how many books would Kaleb have?""""""
    books_initial = 34
    books_sold = 17
    books_bought = 7
    books_left = books_initial - books_sold + books_bought
    result = books_left
    return result",gpt-35-turbo,azure,0,855,87,24.0,Word Problems,multi_step,1.8278625011444092
PaL,wordProblems," Oliver made 35 dollars mowing lawns over the summer. If he spent 7 dollars buying new mower blades, how many 4 dollar games could he buy with the money he had left? ",7.0,"
def solution():
    """"""Oliver made 35 dollars mowing lawns over the summer. If he spent 7 dollars buying new mower blades, how many 4 dollar games could he buy with the money he had left?""""""
    money_made = 35
    money_spent = 7
    money_left = money_made - money_spent
    cost_per_game = 4
    num_games = money_left // cost_per_game
    result = num_games
    return result",gpt-35-turbo,azure,0,860,104,7.0,Word Problems,multi_step,1.4159228801727295
PaL,wordProblems," Mike is at the library helping put away books. There are 82 book to put away total but a librarian takes 10 of them and leaves Mike with the rest. If he can fit 9 books on a shelf, how many shelves will he need? ",8.0,"
def solution():
    """"""Mike is at the library helping put away books. There are 82 books to put away total but a librarian takes 10 of them and leaves Mike with the rest. If he can fit 9 books on a shelf, how many shelves will he need?""""""
    total_books = 82
    books_taken_by_librarian = 10
    books_left = total_books - books_taken_by_librarian
    books_per_shelf = 9
    num_shelves = books_left // books_per_shelf
    if books_left % books_per_shelf != 0:
        num_shelves += 1
    result = num_shelves
    return result",gpt-35-turbo,azure,0,872,144,8.0,Word Problems,multi_step,2.357314109802246
PaL,wordProblems," There are 58 students trying out for the school's trivia teams. If 10 of them didn't get picked for the team and the rest were put into 8 groups, how many students would be in each group? ",6.0,"
def solution():
    """"""There are 58 students trying out for the school's trivia teams. If 10 of them didn't get picked for the team and the rest were put into 8 groups, how many students would be in each group?""""""
    total_students = 58
    students_not_picked = 10
    students_picked = total_students - students_not_picked
    num_groups = 8
    students_per_group = students_picked // num_groups
    result = students_per_group
    return result",gpt-35-turbo,azure,0,865,110,6.0,Word Problems,multi_step,3.4174187183380127
PaL,wordProblems," Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14.0,"
def solution():
    """"""Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with?""""""
    games_from_friend = 11
    games_from_garage_sale = 22
    non_working_games = 19
    total_games = games_from_friend + games_from_garage_sale
    good_games = total_games - non_working_games
    result = good_games
    return result",gpt-35-turbo,azure,0,867,117,14.0,Word Problems,multi_step,2.7504518032073975
PaL,wordProblems," Katie had 11 songs on her mp3 player. If she deleted 7 old songs from it and then added 24 new songs, how many songs does she have on her mp3 player? ",28.0,"
def solution():
    """"""Katie had 11 songs on her mp3 player. If she deleted 7 old songs from it and then added 24 new songs, how many songs does she have on her mp3 player?""""""
    songs_initial = 11
    songs_deleted = 7
    songs_added = 24
    songs_total = songs_initial - songs_deleted + songs_added
    result = songs_total
    return result",gpt-35-turbo,azure,0,860,91,28.0,Word Problems,multi_step,2.1476118564605713
PaL,wordProblems," A waiter had 6 tables he was waiting on, with 3 women and 5 men at each table. How many customers total did the waiter have? ",48.0,"
def solution():
    """"""A waiter had 6 tables he was waiting on, with 3 women and 5 men at each table. How many customers total did the waiter have?""""""
    tables = 6
    women_per_table = 3
    men_per_table = 5
    customers_per_table = women_per_table + men_per_table
    total_customers = tables * customers_per_table
    result = total_customers
    return result",gpt-35-turbo,azure,0,852,95,48.0,Word Problems,multi_step,1.346449613571167
PaL,wordProblems," The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50.0,"
def solution():
    """"""The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have?""""""
    apples_initial = 14
    apples_used = 13
    apples_bought = 49
    apples_total = apples_initial - apples_used + apples_bought
    result = apples_total
    return result",gpt-35-turbo,azure,0,853,85,50.0,Word Problems,multi_step,1.9200501441955566
PaL,wordProblems, Chloe was unboxing some of her old winter clothes. She found 4 boxes of clothing and inside each box there were 2 scarves and 6 mittens. How many pieces of winter clothing did Chloe have total? ,32.0,"
def solution():
    """"""Chloe was unboxing some of her old winter clothes. She found 4 boxes of clothing and inside each box there were 2 scarves and 6 mittens. How many pieces of winter clothing did Chloe have total?""""""
    boxes = 4
    scarves_per_box = 2
    mittens_per_box = 6
    scarves_total = boxes * scarves_per_box
    mittens_total = boxes * mittens_per_box
    total_clothing = scarves_total + mittens_total
    result = total_clothing
    return result",gpt-35-turbo,azure,0,865,126,32.0,Word Problems,multi_step,2.3623313903808594
PaL,wordProblems, Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color? ,23.0,"
def solution():
    """"""Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color?""""""
    coloring_book1_pictures = 16
    coloring_book2_pictures = 40
    colored_pictures = 33
    total_pictures = coloring_book1_pictures + coloring_book2_pictures
    pictures_left = total_pictures - colored_pictures
    result = pictures_left
    return result",gpt-35-turbo,azure,0,862,116,23.0,Word Problems,multi_step,1.836493730545044
PaL,wordProblems, Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1.0,"
def solution():
    """"""Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now?""""""
    money_initial = 35
    money_birthday = 50
    money_spent = 84
    money_total = money_initial + money_birthday - money_spent
    result = money_total
    return result",gpt-35-turbo,azure,0,852,87,1.0,Word Problems,multi_step,1.4491832256317139
PaL,wordProblems," Frank made 19 dollars mowing lawns over the summer. If he spent 11 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",4.0,"
def solution():
    """"""Frank made 19 dollars mowing lawns over the summer. If he spent 11 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left?""""""
    money_made = 19
    money_spent = 11
    money_left = money_made - money_spent
    games_can_buy = money_left // 2
    result = games_can_buy
    return result",gpt-35-turbo,azure,0,860,96,4.0,Word Problems,multi_step,1.7671542167663574
PaL,wordProblems," Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",25.0,"
def solution():
    """"""Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have?""""""
    bianca_carrots = 26
    mom_carrots = 15
    good_carrots = 16
    total_carrots = bianca_carrots + mom_carrots
    bad_carrots = total_carrots - good_carrots
    result = bad_carrots
    return result",gpt-35-turbo,azure,0,862,112,25.0,Word Problems,multi_step,1.8149919509887695
PaL,wordProblems," The school cafeteria had 23 apples. If they used 20 to make lunch for the students and then bought 6 more, how many apples would they have? ",9.0,"
def solution():
    """"""The school cafeteria had 23 apples. If they used 20 to make lunch for the students and then bought 6 more, how many apples would they have?""""""
    apples_initial = 23
    apples_used = 20
    apples_bought = 6
    apples_left = apples_initial - apples_used + apples_bought
    result = apples_left
    return result",gpt-35-turbo,azure,0,853,85,9.0,Word Problems,multi_step,1.967803955078125
PaL,wordProblems," The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have? ",38.0,"
def solution():
    """"""The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have?""""""
    apples_initial = 17
    apples_used = 2
    apples_bought = 23
    apples_total = apples_initial - apples_used + apples_bought
    result = apples_total
    return result",gpt-35-turbo,azure,0,853,85,38.0,Word Problems,multi_step,1.7622015476226807
PaL,wordProblems," A new building needed 10 windows. The builder had already installed 6 of them. If it takes 5 hours to install each window, how long will it take him to install the rest? ",20.0,"
def solution():
    """"""A new building needed 10 windows. The builder had already installed 6 of them. If it takes 5 hours to install each window, how long will it take him to install the rest?""""""
    windows_needed = 10
    windows_installed = 6
    windows_remaining = windows_needed - windows_installed
    time_per_window = 5
    total_time = windows_remaining * time_per_window
    result = total_time
    return result",gpt-35-turbo,azure,0,860,99,20.0,Word Problems,multi_step,1.599381923675537
PaL,wordProblems," While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have? ",19.0,"
def solution():
    """"""While on vacation, Nancy took 49 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have?""""""
    pictures_zoo = 49
    pictures_museum = 8
    pictures_deleted = 38
    pictures_remaining = pictures_zoo + pictures_museum - pictures_deleted
    result = pictures_remaining
    return result",gpt-35-turbo,azure,0,860,94,19.0,Word Problems,multi_step,1.5423171520233154
